carimbo;tcle;ra;curso;item_1;item_2;item_3;item_4;item_5;item_6;item_7;item_8;item_9;item_10;item_11;item_12;item_13;item_14;item_15;item_16;item_17;item_18;item_19;item_20;item_21;item_22;item_23;item_24;item_25;item_26;item_27;item_28;item_29;item_30;item_31;item_32;item_33;item_34;item_35;item_36;item_37;item_38;item_39;item_40;item_41;item_42;item_43;item_44;item_45;item_46;item_47;item_48;item_49;item_50;item_51;item_52;item_53;item_54;item_55;item_56;item_57;item_58;item_59;escore_autoregulacao_aprendizagem;escore_metacognicao
12/04/2023 09:05;Sim;25645277313;Jornalismo;4;2;2;4;2;5;3;2;2;2;2;2;3;5;4;2;4;4;2;3;3;2;2;2;2;4;2;2;2;3;3;3;3;5;2;2;1;1;1;1;2;4;1;2;2;4;2;1;1;2;3;2;2;3;5;2;3;2;4;2.325;2.545454545
12/04/2023 09:05;Sim;25045347495;Publicidade e propaganda;4;4;4;4;3;1;2;2;4;5;2;3;2;5;3;3;3;3;2;3;2;3;3;4;3;4;3;5;4;4;5;4;4;3;3;4;4;1;3;3;4;2;1;4;3;2;3;4;4;4;4;4;3;4;2;4;3;3;2;3.1;3.909090909
12/04/2023 09:05;Sim;25845235811;Cinema e Audiovisual;4;3;4;4;2;3;4;2;2;3;2;2;2;1;5;2;4;3;4;2;3;2;1;3;2;1;1;4;3;2;2;2;4;5;1;2;2;1;3;3;3;3;2;1;1;4;3;3;1;2;3;4;3;3;3;3;3;1;3;2.525;2.272727273
12/04/2023 09:05;Sim;1645314053;Relações internacionais;5;5;3;5;4;2;5;3;3;4;4;4;3;3;2;4;2;4;3;4;4;4;3;4;2;4;4;4;4;5;4;3;3;5;2;3;5;4;4;4;4;5;3;4;1;5;2;1;3;5;4;4;4;4;3;5;4;3;5;3.725;3.636363636
12/04/2023 09:05;Sim;0;Direito;5;5;5;2;4;5;5;5;5;5;4;2;5;3;3;3;2;3;3;3;3;3;NA;3;3;3;5;3;3;3;4;3;3;5;3;5;5;3;4;3;2;5;4;3;2;4;4;3;3;5;3;3;3;3;5;3;4;2;5;3.725;3.3
12/04/2023 09:05;Sim;1645307617;engenharia de software;5;3;2;2;2;1;2;1;2;4;2;2;2;5;4;1;5;2;1;1;4;1;3;2;1;5;1;2;2;1;2;2;3;2;2;1;1;1;2;2;3;2;2;1;1;1;2;2;1;1;2;2;1;1;3;2;2;2;5;1.825;2.181818182
12/04/2023 09:05;Sim;2503625193;Cinema e Audiovisual;5;4;5;3;5;3;3;3;5;5;4;3;5;3;1;3;2;5;2;4;4;3;5;4;3;2;3;5;4;5;4;4;4;4;3;3;2;2;4;3;4;5;3;4;2;3;3;3;3;3;4;4;4;3;3;3;3;2;5;3.525;3.909090909
12/04/2023 09:05;Sim;25445257167;Engenharia Química;4;4;4;4;3;2;2;3;3;4;3;3;3;3;3;2;3;4;2;3;3;3;3;4;2;3;3;3;3;5;3;3;3;3;3;3;2;2;3;2;3;4;1;2;3;3;3;3;3;5;4;4;3;4;4;3;4;3;4;3.1;3.181818182
12/04/2023 09:05;Sim;243625827;direito;4;4;4;4;4;4;4;4;4;4;3;4;3;3;2;2;3;4;4;4;4;3;4;4;4;4;4;4;4;2;4;4;3;5;4;4;4;3;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3.85;3.727272727
12/04/2023 09:06;Sim;25445260221;Eng. de Software;4;4;3;3;3;4;3;3;3;5;3;3;3;5;5;5;4;4;4;4;2;2;5;3;3;3;3;3;3;3;3;3;5;5;4;3;3;5;3;3;1;4;3;3;3;2;4;3;3;4;4;3;3;3;5;4;3;4;5;3.375;3.363636364
12/04/2023 09:06;Sim;25645277585;Direito;5;5;4;3;3;2;5;5;4;5;2;3;2;3;2;2;3;5;2;3;3;3;3;4;1;3;3;4;3;3;5;3;3;4;4;3;4;1;3;3;4;4;4;3;3;3;4;3;2;5;4;4;3;3;3;4;4;3;5;3.45;3.181818182
12/04/2023 09:06;Sim;25445243597;Engenharia Química;5;4;5;3;4;4;4;4;4;4;3;3;3;4;3;3;1;3;3;3;4;3;3;4;3;3;4;3;3;3;3;4;3;4;2;4;4;2;3;3;2;4;4;2;2;3;4;4;3;5;3;4;4;3;3;3;3;3;4;3.45;3.272727273
12/04/2023 09:06;Sim;583625049;Direito;4;4;3;4;3;2;2;3;4;4;2;3;3;3;3;3;2;4;3;4;3;3;3;3;2;4;3;4;4;3;4;3;4;4;3;3;3;4;4;2;2;5;3;4;3;4;3;3;3;3;4;4;3;3;5;4;4;3;4;3.325;3.363636364
12/04/2023 09:06;Sim;403627087;administração;3;5;3;4;3;1;3;2;NA;4;2;3;2;3;2;3;4;3;1;1;2;2;2;4;2;2;3;3;2;3;2;3;3;1;2;2;3;2;2;3;3;4;2;3;2;2;3;3;2;3;4;3;2;2;4;3;3;2;4;2.641025641;2.636363636
12/04/2023 09:06;Sim;8462841807;Direito;5;5;4;4;4;4;4;4;5;4;3;4;4;3;3;4;2;4;4;4;4;4;4;4;4;4;4;4;4;4;5;4;4;4;3;4;4;4;4;4;3;5;3;4;2;4;4;4;3;5;4;4;4;4;3;4;4;4;3;3.975;4.090909091
12/04/2023 09:06;Sim;8462849609;direito;5;5;3;5;4;1;2;3;5;4;2;3;2;3;4;3;2;4;1;4;3;3;2;3;3;4;3;3;4;5;4;4;3;5;3;3;2;2;5;4;3;4;3;2;5;2;2;3;3;4;3;3;3;2;4;3;4;3;5;3.225;3.454545455
12/04/2023 09:06;Sim;1645319089;Engenharia Mecânica;4;3;4;4;3;2;3;3;3;3;4;4;4;3;2;2;2;3;4;3;5;4;4;4;5;4;3;5;4;4;5;4;4;2;3;4;4;4;4;2;3;5;3;4;5;4;4;5;4;4;5;4;2;3;3;4;4;4;4;3.65;4.181818182
12/04/2023 09:06;Sim;1645267407;Engenharia de Software;5;5;4;4;4;5;5;4;4;5;4;5;5;2;2;5;2;5;3;5;5;4;5;5;5;5;4;5;4;5;5;5;5;2;5;5;3;3;5;3;5;5;2;3;2;5;4;5;4;4;5;5;5;5;2;5;5;5;5;4.4;4.818181818
12/04/2023 09:06;Sim;2523639155;Engenharia Da computação;4;4;4;3;3;4;4;3;3;4;3;3;3;4;3;3;3;3;4;3;4;3;3;4;3;3;3;4;4;3;4;3;4;4;4;3;4;2;3;2;3;4;3;2;2;4;4;4;3;4;3;4;3;4;3;4;4;4;3;3.375;3.454545455
12/04/2023 09:06;Sim;2523638057;Cinema e Audiovisual;4;4;3;5;4;1;4;1;5;5;2;1;3;3;4;3;1;4;2;2;2;1;2;4;2;2;1;4;4;2;4;3;4;4;2;3;4;3;4;2;4;5;2;4;4;1;1;4;2;2;3;3;3;4;3;4;2;2;5;2.95;2.909090909
12/04/2023 09:06;Sim;25845227677;Cinema e Audiovisual;5;3;4;4;3;1;3;3;4;4;4;2;3;3;2;4;2;4;3;2;2;3;2;4;3;4;3;3;3;5;2;4;2;5;2;3;2;1;2;3;3;4;4;2;3;2;4;2;4;3;3;3;4;3;4;2;3;3;3;3;3.181818182
12/04/2023 09:06;Sim;323623509;direito;5;4;3;4;3;3;3;4;4;4;3;3;4;4;3;3;1;5;5;5;3;4;2;4;1;3;4;3;4;5;5;4;3;5;4;3;5;2;5;3;3;5;2;2;2;5;3;5;3;4;4;4;4;5;2;4;5;3;5;3.725;3.454545455
12/04/2023 09:06;Sim;203620997;Direito;5;5;3;4;4;3;3;4;3;3;3;3;3;3;3;4;3;5;3;3;4;3;3;4;3;4;3;4;4;3;4;3;4;3;3;3;3;3;3;3;3;3;3;4;4;2;3;4;3;5;4;4;4;4;3;3;3;4;4;3.5;3.545454545
12/04/2023 09:06;Sim;2583632469;ciencia da computaçao;3;2;3;2;2;2;2;2;2;5;2;3;3;4;2;3;4;4;2;4;3;3;2;3;2;4;3;3;3;3;5;2;3;2;2;3;2;2;2;3;2;2;2;3;2;5;4;3;2;3;3;3;4;4;3;3;3;2;3;2.8;3
12/04/2023 09:06;Sim;2543628711;Engenharia de Software;5;4;3;4;3;2;3;3;3;4;3;2;3;3;4;3;3;4;2;3;3;3;2;2;2;3;3;3;3;2;5;4;3;3;4;3;3;4;4;3;2;4;2;3;3;5;4;4;3;4;3;3;3;3;4;3;3;3;4;3.3;2.909090909
12/04/2023 09:06;Sim;645254725;Ciencias Econômicas;5;5;4;4;4;2;2;5;3;3;3;4;3;3;2;4;2;4;2;3;4;4;4;4;3;4;3;3;4;4;4;4;3;2;3;3;3;3;5;2;4;5;2;3;2;3;4;3;4;5;4;4;4;4;3;4;4;4;2;3.6;3.636363636
12/04/2023 09:06;Sim;25245240835;Cinema;4;3;3;4;4;3;4;3;4;4;1;2;3;4;4;3;4;3;4;3;3;2;3;4;2;3;2;3;3;2;2;4;4;4;2;3;3;2;4;1;2;4;4;3;2;2;4;3;4;4;3;3;2;3;5;3;3;3;5;3.025;2.909090909
12/04/2023 09:06;Sim;583623111;Direito;5;5;4;5;3;2;4;4;4;4;2;3;2;4;2;4;2;4;4;5;4;2;3;3;1;3;3;3;3;4;5;2;1;5;2;3;3;1;5;3;3;5;1;2;1;5;2;3;2;4;5;4;2;2;5;3;4;1;5;3.225;2.818181818
12/04/2023 09:06;Sim;25645255965;Direito;4;4;2;4;3;3;2;3;2;3;2;3;3;4;4;2;1;3;2;3;2;2;3;3;1;2;3;3;3;3;3;3;2;3;3;3;2;3;3;2;2;3;1;3;2;2;3;2;2;3;3;2;2;2;3;3;3;3;3;2.625;2.636363636
12/04/2023 09:06;Sim;8462845103;Direito;5;5;4;4;4;4;4;4;4;4;3;3;4;2;2;3;2;3;2;4;4;4;4;3;3;3;4;3;3;4;4;3;3;4;3;4;4;4;5;3;3;4;4;4;3;4;4;4;5;4;3;4;3;3;4;3;3;3;4;3.775;3.363636364
12/04/2023 09:06;Sim;645224203;Direito;5;5;3;5;5;3;5;4;5;5;4;4;3;3;2;4;1;5;3;4;4;4;4;5;3;4;4;5;4;5;5;5;5;5;5;3;4;4;5;3;4;5;4;4;2;5;3;5;4;3;4;4;4;4;3;4;4;3;5;4.075;4.454545455
12/04/2023 09:06;Sim;243624763;Direito;4;4;3;4;4;4;3;4;5;5;3;3;5;3;2;2;3;4;2;4;3;4;3;5;4;3;4;4;4;5;5;3;3;3;3;4;3;2;3;5;2;5;3;2;1;4;3;2;4;3;4;5;5;4;3;5;4;5;5;3.675;3.909090909
12/04/2023 09:06;Sim;123625121;Direito;5;5;4;4;4;4;4;4;4;4;3;NA;4;4;4;4;4;4;4;3;4;4;3;4;4;4;4;4;4;4;4;4;4;5;4;3;4;4;4;4;3;5;4;4;3;4;3;4;4;4;4;4;4;4;4;4;4;4;5;3.948717949;3.909090909
12/04/2023 09:06;Sim;203624015;Direito;5;5;3;4;4;3;2;4;4;4;4;4;3;3;3;3;2;4;5;2;3;3;4;3;2;3;3;1;2;4;4;3;3;5;2;2;1;3;4;3;2;4;2;2;1;5;3;1;1;3;3;3;3;2;5;3;2;2;5;2.975;2.909090909
12/04/2023 09:06;Sim;583621227;Direito;5;4;4;5;4;3;5;4;5;4;4;1;5;3;2;5;4;5;3;4;5;4;5;5;4;5;3;3;5;5;5;5;4;4;4;5;5;2;5;3;1;5;5;3;1;5;5;3;3;5;3;5;5;4;4;5;5;2;3;4.1;4.454545455
12/04/2023 09:06;Sim;25045264729;Cinema e Audiovisual;4;5;3;5;4;3;5;3;4;3;2;3;4;5;3;4;3;4;4;3;3;3;2;5;5;3;3;5;2;3;4;3;3;4;3;4;4;2;5;5;1;5;5;3;2;4;3;2;3;3;5;4;3;4;5;2;4;2;5;3.55;3.454545455
12/04/2023 09:06;Sim;2583633391;Publicidade e propaganda Fapa;4;4;4;4;4;3;4;2;4;3;2;2;4;3;4;3;4;3;2;3;2;3;4;4;2;3;3;4;3;4;3;4;3;4;3;3;4;1;4;3;3;4;3;4;4;3;4;3;2;5;3;3;3;3;3;3;4;2;5;3.225;3.363636364
12/04/2023 09:06;Sim;249463811;Cinema;4;4;2;5;2;2;4;2;5;4;5;2;5;5;1;2;1;4;5;5;2;2;4;2;2;5;4;4;4;3;4;4;3;4;3;2;4;1;5;2;1;5;1;4;2;2;4;3;2;5;3;3;3;3;5;2;3;3;5;3.15;3.545454545
12/04/2023 09:06;Sim;583622159;Direito;5;5;5;5;5;5;5;4;5;5;4;4;4;3;4;4;4;5;3;4;5;4;5;5;5;5;5;5;5;5;5;5;5;4;3;5;5;5;5;4;3;5;3;5;5;5;5;5;4;5;5;5;4;5;4;5;5;4;3;4.625;5
12/04/2023 09:06;Sim;25445269397;Ciência da computação;3;5;5;3;4;1;2;2;4;4;3;2;3;4;3;2;2;4;3;2;4;2;3;5;4;5;5;4;4;3;5;3;3;4;3;3;3;1;5;1;5;4;3;4;4;5;5;5;2;3;5;3;4;4;5;4;4;2;5;3.3;4
12/04/2023 09:06;Sim;25445220741;Ciência da Computação;4;3;4;3;2;1;1;2;3;5;2;3;5;4;5;2;3;2;1;5;4;3;2;5;1;3;1;4;5;2;5;2;5;2;2;3;1;2;1;3;5;1;1;1;1;4;5;1;1;3;5;5;5;5;5;5;5;2;5;2.9;3.181818182
12/04/2023 09:06;Sim;25045337423;engenharia ambiental e sanitária;5;5;4;4;5;5;5;5;4;4;2;4;4;3;3;3;1;4;2;4;4;4;4;5;4;4;5;3;4;4;4;2;2;5;4;4;4;2;5;4;1;5;4;3;3;4;2;5;2;3;4;4;3;3;3;4;4;4;5;3.875;3.727272727
12/04/2023 09:06;Sim;2543637189;Ciência da Computação;4;4;4;5;4;2;2;4;4;4;2;3;2;3;2;3;2;3;2;4;2;2;3;4;2;3;3;5;4;4;3;3;4;4;5;2;2;2;4;3;2;3;2;2;2;3;4;3;2;4;4;5;4;4;2;4;4;4;2;3.25;3.454545455
12/04/2023 09:06;Sim;2583623643;Publicidade & Propaganda;5;5;3;3;5;3;5;4;3;4;3;3;3;3;3;4;2;5;3;4;3;4;4;3;3;3;3;5;3;5;5;3;3;5;4;3;3;5;5;3;3;4;3;5;3;5;2;3;3;3;3;3;3;4;5;3;3;3;5;3.625;3.636363636
12/04/2023 09:06;Sim;25445259117;Ciência da Computação;4;3;3;5;3;1;2;2;2;3;2;2;5;4;2;2;1;5;3;2;4;3;3;4;2;4;2;3;3;2;2;3;4;4;3;2;2;1;3;3;3;1;2;1;3;4;5;1;3;4;4;3;3;4;4;3;4;4;4;2.9;2.909090909
12/04/2023 09:07;Sim;1645284607;Engenharia de Produção;4;3;3;4;3;2;2;2;2;3;2;2;4;3;2;3;3;3;2;3;3;2;3;4;1;3;2;3;3;2;3;3;4;2;2;2;3;1;3;1;4;3;2;3;3;3;4;2;2;3;3;4;4;3;3;3;3;2;4;2.725;2.818181818
12/04/2023 09:07;Sim;8462844867;Direito;5;5;4;2;4;4;5;4;4;5;4;4;4;3;2;4;1;4;3;4;4;4;4;5;3;5;4;5;4;5;5;4;4;5;4;5;4;3;5;5;2;5;3;4;4;3;4;4;5;4;5;5;5;4;4;5;5;5;3;4.25;4.363636364
12/04/2023 09:07;Sim;2543623963;Ciência da Computação;4;3;4;5;2;2;2;3;2;3;2;2;3;4;4;3;3;3;2;2;2;3;3;3;2;5;2;3;4;3;4;3;4;2;3;3;4;2;3;2;3;3;2;3;3;3;4;2;3;3;4;4;3;3;2;4;4;3;4;2.95;3.272727273
12/04/2023 09:07;Sim;25245235569;comercio exterior;3;4;3;4;4;4;4;4;3;4;3;4;4;2;3;4;2;4;3;4;4;3;4;4;4;4;3;4;4;3;4;4;4;4;3;4;3;2;3;4;3;3;4;3;4;3;2;4;4;4;4;4;4;4;4;4;4;4;2;3.625;3.818181818
12/04/2023 09:07;Sim;1645233647;Engenharia de Software;5;4;4;3;3;5;5;3;3;3;1;2;4;4;4;2;2;3;3;3;4;2;4;3;3;2;3;3;4;2;2;3;3;5;2;4;4;4;4;1;2;3;5;2;1;2;2;3;4;2;NA;3;3;3;5;2;4;3;5;3.076923077;2.909090909
12/04/2023 09:07;Sim;25245238043;ciências da computação;4;4;4;4;4;3;4;4;4;4;2;4;4;2;2;4;2;4;3;4;4;4;4;4;2;4;4;4;4;4;4;4;4;4;2;4;3;2;5;2;3;2;2;2;2;2;2;4;3;4;4;4;4;4;2;4;4;3;4;3.425;3.818181818
12/04/2023 09:07;Sim;25045286167;NA;4;4;5;5;3;2;4;3;4;3;2;3;3;3;3;3;2;3;4;3;3;3;2;4;2;3;3;2;3;4;3;3;3;4;2;4;2;2;4;3;3;3;2;2;1;2;3;2;4;4;4;4;4;4;2;3;4;3;4;3.15;2.909090909
12/04/2023 09:07;Sim;163635777;Engenharia elétrica;4;4;4;5;3;2;1;2;4;5;3;2;3;3;3;4;2;4;3;2;3;4;5;5;4;4;2;5;5;5;5;5;4;3;4;5;2;5;4;2;3;5;1;4;1;5;3;4;3;3;5;5;4;5;4;4;5;4;3;3.55;4.454545455
12/04/2023 09:07;Sim;323624709;Psicologia;4;5;5;1;5;5;5;4;5;3;3;3;3;1;2;3;3;5;3;4;4;3;4;4;5;4;5;5;4;2;3;3;5;5;3;5;5;3;5;5;5;5;5;5;3;3;5;4;5;5;4;3;5;4;5;3;5;4;5;4.1;4
12/04/2023 09:07;Sim;25845236619;Cinema e Audiovisual;4;4;4;4;3;3;4;4;2;3;3;3;4;2;2;3;2;2;2;4;4;3;3;4;3;3;4;4;3;2;5;2;4;5;2;3;4;3;5;2;3;5;4;2;4;2;4;3;2;4;4;4;4;4;3;4;4;3;3;3.425;3.363636364
12/04/2023 09:07;Sim;2143630113;Odontologia;5;5;5;5;5;5;5;4;5;3;4;3;3;2;4;4;4;4;4;3;3;3;5;5;5;4;5;4;3;4;5;5;3;5;4;5;5;4;5;4;2;5;5;5;4;5;5;5;5;5;5;NA;3;3;5;5;3;3;3;4.282051282;4.363636364
12/04/2023 09:07;Sim;23639511;Engenharia Ambiental;5;3;4;5;5;4;5;3;5;3;2;3;3;4;3;3;4;4;3;3;5;3;4;5;3;3;3;3;5;5;4;3;3;3;4;3;2;3;4;4;2;5;3;3;2;3;4;5;3;5;5;5;4;3;5;5;4;3;4;3.75;3.727272727
12/04/2023 09:07;Sim;2523635103;Engenharia da Computação;5;5;5;3;5;2;2;4;5;1;3;4;5;2;1;5;1;4;3;5;4;4;3;5;4;5;3;3;5;5;5;4;4;4;2;5;4;3;3;3;4;5;2;2;2;5;3;4;4;4;5;5;5;4;2;5;5;4;3;3.875;4.181818182
12/04/2023 09:07;Sim;2543628175;eng química;5;5;5;5;4;5;5;3;5;5;2;1;1;3;5;5;2;5;5;1;1;1;5;5;1;5;1;5;2;5;5;5;3;5;5;5;5;5;2;3;1;5;5;5;2;5;5;5;5;5;5;5;1;5;5;3;5;5;5;4;3.818181818
12/04/2023 09:07;Sim;8462849141;Direito;5;5;5;5;5;5;2;5;5;5;5;5;5;2;1;5;1;5;1;4;5;5;3;5;3;3;5;2;3;3;5;4;3;1;3;3;5;5;3;4;4;2;5;4;2;5;4;5;5;2;5;5;5;5;2;5;1;5;1;4.35;3.545454545
12/04/2023 09:07;Sim;2523622221;Adm;4;4;3;4;4;4;3;4;3;3;3;3;3;3;4;3;3;5;3;4;4;3;4;5;3;4;4;5;4;4;5;3;4;3;4;4;4;4;4;4;5;4;5;3;5;3;4;3;3;3;4;3;4;3;4;4;4;4;3;3.675;4.090909091
12/04/2023 09:07;Sim;2523636367;Ciência da computação;4;4;4;5;4;2;2;3;5;4;4;4;4;3;4;4;3;3;4;3;3;3;4;5;4;4;3;4;3;4;4;5;4;3;3;4;2;4;3;3;4;3;4;3;2;4;4;5;2;4;5;3;4;5;4;4;3;4;5;3.575;4
12/04/2023 09:07;Sim;2603628525;direito;3;4;5;4;3;4;3;4;4;4;3;4;4;3;2;3;2;4;4;5;4;4;4;4;4;4;4;3;4;3;4;4;4;2;4;3;4;4;3;3;3;4;4;3;4;4;4;4;3;4;4;5;4;4;4;4;5;4;5;3.85;3.818181818
12/04/2023 09:07;Sim;163634727;Engenharia de Software - Paulista;5;5;5;3;5;4;5;4;4;4;4;4;3;2;1;3;1;4;1;5;5;3;3;4;4;4;5;4;3;4;5;4;4;3;4;5;4;3;3;3;2;5;4;3;4;5;3;4;4;4;5;5;3;4;3;5;4;4;2;4.075;4
12/04/2023 09:07;Sim;2603620491;Administração;5;5;5;3;5;5;4;4;4;4;5;4;3;2;3;2;2;5;3;4;5;5;5;5;3;5;5;5;4;4;5;5;5;3;5;5;5;3;5;5;4;5;4;2;4;5;3;5;5;5;5;5;4;3;2;4;5;5;2;4.35;4.636363636
12/04/2023 09:07;Sim;8462840925;Direito;4;4;3;3;4;4;4;3;3;4;3;3;3;2;2;3;2;4;3;4;3;3;3;4;4;4;3;3;3;4;3;4;3;4;3;3;2;4;3;3;4;3;2;3;4;4;3;3;2;3;3;4;4;3;4;3;3;2;2;3.225;3.454545455
12/04/2023 09:07;Sim;25045347417;Publicidade e Propaganda;5;3;4;3;4;4;5;3;4;4;3;2;4;2;4;4;4;4;4;2;4;2;5;4;3;4;4;4;4;4;4;4;4;5;3;3;4;1;4;2;2;5;2;3;2;5;3;3;2;2;3;3;3;3;4;4;3;3;4;3.25;4
12/04/2023 09:07;Sim;0;Marketing;5;3;4;4;3;4;3;3;2;4;3;3;4;2;3;3;3;3;2;4;4;2;4;4;1;4;2;4;4;2;4;4;3;4;4;2;4;3;2;3;3;2;4;2;3;4;2;3;2;5;3;4;4;4;3;4;4;2;3;3.275;3.272727273
12/04/2023 09:07;Sim;25245236237;ADMINISTRAÇÃO;4;3;2;4;3;2;2;3;4;2;2;2;3;3;3;5;4;3;3;5;3;2;3;3;2;3;3;3;5;2;3;3;4;3;3;3;2;2;3;2;2;2;1;2;2;2;2;3;2;4;3;4;3;4;3;3;5;3;4;2.85;3.090909091
12/04/2023 09:07;Sim;2603631973;Direito;4;4;4;4;5;3;3;4;4;3;4;4;4;2;2;3;1;4;2;4;5;4;3;4;4;5;4;3;3;4;4;4;3;4;4;4;4;4;4;4;4;5;4;5;3;4;3;4;4;4;4;4;3;4;3;4;4;4;3;3.925;3.727272727
12/04/2023 09:07;Sim;2603626313;Direito;5;5;4;5;5;4;5;4;5;4;3;4;3;3;3;3;2;5;3;4;5;4;5;5;5;4;4;4;4;3;4;5;3;4;3;4;5;1;4;4;2;5;5;4;3;4;4;5;3;5;5;4;4;5;5;5;4;3;5;4.15;4.181818182
12/04/2023 09:07;Sim;25645252841;Direito;5;5;4;5;3;4;5;3;5;4;3;3;2;4;2;3;1;3;2;4;3;2;4;5;4;2;3;3;4;5;5;4;3;5;4;4;4;3;5;5;2;3;3;4;3;4;3;5;3;5;3;4;3;4;3;4;3;4;3;3.725;3.818181818
12/04/2023 09:07;Sim;1645321051;ENGENHARIA DE SOFTWARE;4;5;3;3;4;5;5;4;4;4;3;2;4;3;2;4;3;5;5;4;4;2;5;4;2;4;5;3;3;5;5;4;4;5;4;4;5;1;4;2;5;5;5;5;3;2;5;4;5;5;4;4;2;3;5;4;4;5;5;3.85;4
12/04/2023 09:07;Sim;583624971;Direito;5;4;4;3;4;4;4;3;4;4;4;2;2;4;2;4;4;5;3;3;2;3;4;4;2;4;3;4;4;4;4;4;4;5;2;4;3;1;4;3;1;5;4;4;5;4;3;2;2;2;4;3;4;3;4;3;4;5;4;3.45;3.727272727
12/04/2023 09:07;Sim;323620495;Direito;4;4;3;4;3;2;4;3;4;3;2;4;3;3;3;3;2;3;2;4;4;3;3;3;2;4;3;4;3;4;3;3;2;4;2;3;4;4;5;3;3;5;2;4;2;3;5;3;2;4;3;4;3;3;4;3;4;2;4;3.325;3.090909091
12/04/2023 09:07;Sim;25645275087;direito;4;5;3;4;3;2;2;4;3;4;3;3;4;4;2;2;2;2;3;4;4;3;3;4;3;4;3;4;3;3;4;3;3;2;3;3;4;2;3;2;4;3;2;4;2;4;2;5;2;2;4;4;2;4;2;3;4;3;3;3.15;3.363636364
12/04/2023 09:07;Sim;2523635757;Marketing;5;5;5;5;5;1;2;4;4;5;4;3;5;3;5;4;3;5;3;2;3;3;5;4;3;4;4;4;4;5;5;3;4;5;2;5;4;3;5;2;4;5;5;5;3;5;5;5;3;3;4;5;4;4;4;4;4;3;5;3.95;4.090909091
12/04/2023 09:07;Sim;2543622641;Biomedicina;3;5;3;3;4;5;4;5;4;4;3;3;4;3;3;4;3;4;3;5;4;3;5;3;5;3;5;3;3;5;4;2;4;5;5;3;5;4;5;4;2;5;3;3;4;4;4;4;4;4;4;5;4;4;5;3;5;3;4;3.975;3.818181818
12/04/2023 09:07;Sim;25245224927;psicologia;4;4;3;3;4;2;2;3;3;5;3;3;1;4;3;1;4;2;4;2;3;2;4;3;3;3;2;3;3;4;4;4;3;5;3;4;3;3;3;3;3;3;1;2;3;3;3;2;3;4;3;3;3;3;3;3;4;2;5;2.85;3.272727273
12/04/2023 09:07;Sim;243631513;Biomedicina;4;5;3;4;3;4;3;3;4;4;4;4;4;3;3;4;5;4;4;3;4;4;4;4;4;4;3;4;4;3;5;4;4;4;4;3;3;5;4;4;4;4;3;4;4;4;3;4;4;4;5;4;3;4;4;4;4;4;4;3.825;3.909090909
12/04/2023 09:07;Sim;243636401;Direito;5;4;4;5;3;3;4;3;4;4;3;3;4;4;3;3;1;3;3;5;3;4;4;4;2;3;3;3;4;4;4;4;3;5;3;3;3;1;5;5;3;5;4;2;2;5;4;3;3;3;4;4;4;5;2;4;4;3;4;3.65;3.454545455
12/04/2023 09:07;Sim;1645255495;Engenharia Elétrica;4;4;3;5;2;1;1;2;5;4;2;4;4;3;2;5;3;4;2;4;5;3;4;4;2;2;3;5;4;5;5;4;3;5;4;3;2;2;4;2;4;5;1;4;5;4;2;2;2;2;5;4;3;4;3;4;4;4;3;3.35;3.727272727
12/04/2023 09:07;Sim;1645261951;engenharia de softwares;5;4;3;5;4;3;4;3;4;4;2;3;3;2;2;3;2;4;3;4;4;3;3;4;2;3;4;3;4;5;4;3;4;5;3;3;3;3;5;3;3;4;2;2;1;5;2;3;2;NA;4;3;3;NA;2;3;4;3;2;3.315789474;3.545454545
12/04/2023 09:07;Sim;23638441;Engenharia civil;5;5;5;5;5;3;3;4;5;4;2;3;3;4;2;3;3;4;4;3;4;3;4;3;4;5;4;5;4;2;5;4;4;3;4;4;2;5;4;4;2;5;3;2;2;2;5;5;4;5;3;3;3;3;5;3;5;5;5;3.75;4
12/04/2023 09:07;Sim;2603623237;Direito penal;3;3;3;3;3;3;3;2;3;4;4;2;3;4;2;3;2;2;2;3;4;2;4;3;3;2;3;4;3;4;4;3;3;5;4;3;3;4;2;3;2;4;3;4;3;4;3;3;3;3;3;3;2;3;3;4;3;3;4;3.075;3.272727273
12/04/2023 09:07;Sim;2603628713;Direito;4;4;4;2;5;5;5;2;4;3;3;4;4;4;2;3;1;4;2;3;4;4;3;3;5;5;3;4;3;4;4;3;3;5;4;4;5;3;4;4;3;5;3;2;4;5;4;4;4;4;5;4;4;3;4;3;4;4;5;3.825;3.636363636
12/04/2023 09:07;Sim;25445240299;Administração;4;4;5;3;5;4;4;5;4;4;3;3;5;3;1;2;2;4;2;4;4;4;3;4;2;4;4;4;5;4;2;5;4;4;5;4;4;5;3;2;4;4;4;4;2;2;4;4;3;5;5;5;3;5;4;4;5;4;3;3.925;3.727272727
12/04/2023 09:07;Sim;25045322999;Marketing Digital;5;4;4;4;5;3;2;3;4;4;4;3;5;3;3;4;1;3;2;3;4;3;3;4;3;5;5;4;4;5;5;3;4;5;4;3;3;2;5;3;2;5;4;3;2;4;3;4;3;4;4;5;3;4;4;4;5;4;5;3.7;4.090909091
